ACT	Morningroom
I	I
dined	dined
there	there
on	on
Monday	Monday
and	and
once	once
a	a
week	week
is	is
quite	quite
enough	enough
to	to
dine	dine
with	with
one’s	ones
own	own
relations	relations
In	In
the	the
second	second
place	place
whenever	whenever
I	I
do	do
dine	dine
there	there
I	I
am	am
always	always
treated	treated
as	as
a	a
member	member
of	of
the	the
family	family
and	and
sent	sent
down	down
with	with
either	either
no	no
woman	woman
at	at
all	all
or	or
two	two
In	In
the	the
third	third
place	place
I	I
know	know
perfectly	perfectly
well	well
whom	whom
she	she
will	will
place	place
me	me
next	next
to	to
to—night	tonight
She	She
will	will
place	place
me	me
next	next
Mary	Mary
Farquhar	Farquhar
who	who
always	always
ﬂirts	flirts
with	with
her	her
own	own
husband	husband
across	across
the	the
dinnervtable	dinnertable
That	That
is	is
not	not
very	very
pleasant	pleasant
Indeed	Indeed
it	it
is	is
not	not
even	even
decent	decent
and	and
that	that
sort	sort
of	of
thing	thing
is	is
enormously	enormously
on	on
the	the
increase	increase
The	The
amount	amount
of	of
women	women
in	in
London	London
who	who
ﬂirt	flirt
with	with
theirown	their
null	own
husbands	husbands
is	is
perfectly	perfectly
scandalous‘	scandalous
It	It
looks	looks
so	so
bad	bad
It	It
is	is
simply	simply
washing	washing
one’s	ones
clean	clean
linen	linen
in	in
public	public
Besides	Besides
now	now
that	that
I	I
know	know
you	you
to	to
be	be
a	a
conﬁrmed	confirmed
Bunburyist	Bunburyist
I	I
naturally	naturally
want	want
to	to
talk	talk
to	to
you	you
about	about
Bunburying	Bunburying
I	I
want	want
to	to
tell	tell
you	you
the	the
rules	rules
r	Jack
L	Im
‘	null
THEIMPGRMNCE	null
OF	null
BEING	null
EARNEST	null
15	null
JACK	null
I’m	null
not	not
a	a
Bunburyist	Bunburyist
at	at
all	all
If	If
Gwendolen	Gwendolen
accepts	accepts
me	me
I	I
am	am
going	going
to	to
kill	kill
my	my
brother	brother
indeed	indeed
I	I
think	think
I’ll	Ill
kill	kill
him	him
in	in
any	any
case	case
Cecily	Cecily
is	is
a	a
little	little
too	too
much	much
interested	interested
in	in
him	him
It	It
is	is
rather	rather
a	a
bore	bore
So	So
I	I
am	am
going	going
to	to
get	get
rid	rid
of	of
Ernest	Ernest
And	And
I	I
strongly	strongly
advise	advise
you	you
to	to
do	do
the	the
same	same
with	with
Mr	Mr
with	with
your	your
invalid	invalid
friend	friend
who	who
has	has
the	the
absurd	absurd
name	name
ALGERNON	Algernon
Nothing	Nothing
will	will
induce	induce
me	me
to	to
part	part
with	with
Bunbury	Bunbury
and	and
if	if
you	you
ever	ever
get	get
married	married
which	which
seems	seems
to	to
me	me
ex	extremely
tremely	null
problematic	problematic
you	you
will	will
be	be
very	very
glad	glad
to	to
know	know
Bunbury	Bunbury
A	A
man	man
who	who
marries	marries
without	without
knowing	knowing
Bunbury	Bunbury
has	has
a	a
very	very
tedious	tedious
time	time
of	of
it	it
JACK	Jack
That	That
is	is
nonsense	nonsense
If	If
I	I
marry	marry
a	a
charming	charming
girl	girl
like	like
Gwendolen	Gwendolen
and	and
she	she
is	is
the	the
only	only
girl	girl
I	I
ever	ever
saw	saw
in	in
my	my
life	life
that	that
I	I
would	would
marry	marry
I	I
certainly	certainly
won’t	wont
want	want
to	to
know	know
Bunbury	Bunbury
ALGERNON	Algernon
V	null
Then	Then
your	your
wife	wife
will	will
You	You
don’t	dont
seem‘to	seem
realize	to
null	realise
that	that
in	in
married	married
life	life
three	three
is	is
company	company
and	and
two	two
is	is
none	none
‘	Jack
JACK	Sententiously
Sententiausly	That
Thatymy	my
dear	dear
young	young
friend	friend
is	is
the	the
theory	theory
that	that
the	the
corrupt	corrupt
FrenchDrama	French
null	Drama
has	has
been	been
propounding	propounding
for	for
the	the
last	last
ﬁfty	fifty
years	years
ALGERNON	Algernon
I	null
Yes	Yes
and	and
that	that
the	the
happy	happy
English	English
home	home
has	has
proved	proved
in	in
half	half
the	the
time	time
‘	Jack
16	null
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
JACK	null
For	For
heaven’s	heavens
sake	sake
don’t	dont
try	try
to	to
be	be
cynical	cynical
It’s	Its
perfectly	perfectly
easy	easy
to	to
be	be
cynical	cynical
1	Algernon
ALGERNON	null
My	My
dear	dear
fellow	fellow
it	it
isn’t	isnt
easy	easy
to	to
be	be
anything	anything
nowadays	nowadays
There’s	Theres
such	such
a	a
lot	lot
of	of
beastly	beastly
competition	competition
about	about
The	The
sound	sound
of	of
an	an
electric	electric
bell	bell
is	is
heard	heard
Ah	Ah
that	that
must	must
be	be
Aunt	Aunt
Augusta	Augusta
Only	Only
relatives	relatives
or	or
creditors	creditors
ever	ever
ring	ring
in	in
that	that
Wagnerian	Wagnerian
manner	manner
Now	Now
if	if
I	I
get	get
her	her
out	out
of	of
the	the
way	way
for	for
ten	ten
minutes	minutes
so	so
that	that
you	you
can	can
have	have
an	an
opportunity	opportunity
for	for
proposing	proposing
to	to
Gwendolen	Gwendolen
may	may
I	I
dine	dine
with	with
you	you
tonight	tonight
at	at
Willis’s	Williss
IACK	Jack
I	I
suppose	suppose
so	so
if	if
you	you
want	want
to	to
ALGERNON	Algernon
Yes	Yes
but	but
you	you
must	must
be	be
serious	serious
about	about
it	it
I	I
hate	hate
people	people
who	who
are	are
not	not
serious	serious
about	about
meals	meals
It	It
is	is
so	so
shallow	shallow
of	of
them	them
‘	null
Enter	Enter
LANE	Lane
LANE	Lane
A	null
Lady	Lady
Bracknell	Bracknell
and	and
Miss	Miss
Fairfax	Fairfax
’	Algernon
7‘	null
ALGERNON	null
goes	goes
forward	forward
to	to
meet	meet
them	them
Enter	Enter
LADY	Lady
BRACKNELL	Bracknell
and	and
GWENDOLEN	Gwendolen
LADY	Lady
BRACKNELL	Bracknell
Good	Good
afternoon	afternoon
dear	dear
Algernon	Algernon
I	I
hope	hope
you	you
are	are
behaving	behaving
very	very
well	well
ALGERNON	Algernon
Im	Im
feeling	feeling
very	very
well	well
Aunt	Aunt
Augusta	Augusta
2‘11	Lady
IMPCJRTANCE	Bracknell
OF	Thats
BEING	null
EARNEST	null
r	null
LADY	null
BRACKNELL	null
That’s	null
not	not
quite	quite
the	the
same	same
thing	thing
In	In
fact	fact
the	the
two	two
things	things
rarely	rarely
go	go
together	together
Sees	Sees
JACK	Jack
and	and
bows	bows
to	to
him	him
with	with
icy	icy
coldness	coldness
ALGERNON	Algernon
To	To
GWENDOLEN	Gwendolen
Dear	Dear
me	me
you	you
are	are
smart	smart
GWENDOLEN	Gwendolen
I	I
am	am
always	always
smart	smart
Aren’t	Am
I	I
null	not
Mr	Mr
Worthing	Worthing
JACK	Jack
You’re	Youre
quite	quite
perfect	perfect
MissFairfax	Miss
GWENDOLEN	Fairfax
null	Gwendolen
Oh	Oh
I	I
hope	hope
I	I
am	am
not	not
that	that
It	It
would	would
leave	leave
no	no
room	room
for	for
developments	developments
and	and
I	I
intend	intend
to	to
develop	develop
in	in
many	many
directions	directions
GWENDOLEN	Gwendolen
and	and
JACK	Jack
sit	sit
down	down
together	together
in	in
the	the
comer	corner
LADY	Lady
BRACKNELL	Bracknell
I’m	Im
sorry	sorry
if	if
we	we
are	are
a	a
little	little
late	late
Algernon	Algernon
but	but
I	I
was	was
obliged	obliged
to	to
call	call
on	on
dear	dear
Lady	Lady
Harbury	Harbury
I	I
hadn’t	hadnt
been	been
there	there
since	since
her	her
poor	poor
husband’s	husbands
death	death
I	I
never	never
”	null
saw	saw
a	a
woman	woman
so	so
altered	altered
she	she
looks	looks
quite	quite
twenty	twenty
C	null
years	years
younger	younger
And	And
now	now
I’ll	Ill
have	have
a	a
cup	cup
of	of
teaand	tea
null	and
one	one
of	of
those	those
nice	nice
cucumber	cucumber
sandwiches	sandwiches
you	you
prom—	promised
ised	null
me	me
‘	Algernon
ALGERNON	null
Certainly	Certainly
Aunt	Aunt
Augusta	Augusta
Goes	Goes
over	over
to	to
teatable	teatable
LADY	Lady
BRACKNELL	Bracknell
Won’t	Wont
you	you
come	come
and	and
sit	sit
here	here
Gwendolen	Gwendolen
18	Gwendolen
THE	null
IMPORTANCE	null
OF	null
3511M	null
EARNESI‘	null
GWENDOLEN	null
Thanks	Thanks
mamma	mamma
I’m	Im
quite	quite
comfortable	comfortable
where	where
I	I
am	am
I	Algernon
‘	null
ALGERNON	null
Picking	Picking
up	up
empty	empty
plate	plate
in	in
horror	horror
Good	Good
heavens	heavens
Lane	Lane
Why	Why
are	are
there	there
no	no
cucumber	cucumber
sandwiches	sandwiches
I	I
ordered	ordered
them	them
specially	specially
LANE	Lane
Gravely	Gravely
There	There
were	were
no	no
cucumbers	cucumbers
in	in
the	the
market	market
this	this
morning	morning
511‘	sir
I	I
went	went
down	down
tw1ce	twice
ALGERNON	Algernon
No	No
cucumbers	cucumbers
LANE	Lane
No	No
sir	sir
Not	Not
even	even
for	for
ready	ready
money	money
ALGERNON	Algernon
That	That
will	will
do	do
Lane	Lane
thank	thank
you	you
LANE	Lane
Thank	Thank
you	you
sir	sir
Goes	Goes
Out	out
ALGERNON	Algernon
I	I
am	am
greatly	greatly
distressed	distressed
Aunt	Aunt
Augusta	Augusta
about	about
there	there
being	being
no	no
cucumbers	cucumbers
not	not
even	even
for	for
ready	ready
money	money
LADY	Lady
BRACKNELL	Bracknell
It	It
really	really
makes	makes
no	no
matter	matter
Algernon	Algernon
I	I
had	had
some	some
crumpets	crumpets
with	with
Lady	Lady
Harbury	Harbury
who	who
seems	seems
to	to
me	me
to	to
be	be
living	living
entirely	entirely
for	for
pleasure	pleasure
now	now
ALGERNON	Algernon
I	I
hear	hear
her	her
hair	hair
has	has
turned	turned
quite	quite
gold	gold
from	from
grief	grief
‘	Lady
a	Bracknell
M	null
x	null
m	null
uawmmmc	null
ism	null
IMPORTANCE	null
0F	null
BEING	null
EA	null
RIVEST	null
19‘	null
LADY	null
BRACKNELL	null
It	It
certainly	certainly
has	has
changed	changed
its	its
color	colour
From	From
what	what
cause	cause
I	I
of	of
course	course
cannot	cannot
say	say
ALGERNON	Algernon
crosses	crosses
and	and
hands	hands
1560	tea
Thank	Thank
you	you
I’ve	Ive
quite	quite
a	a
treat	treat
for	for
you	you
tonight	tonight
Algernon	Algernon
I	I
am	am
going	going
to	to
send	send
you	you
down	down
with	with
Mary	Mary
Farquhar	Farquhar
She	She
is	is
such	such
a	a
nice	nice
woman	woman
and	and
so	so
attentive	attentive
to	to
her	her
husband	husband
It’s	Its
delightful	delightful
to	to
watch	watch
them	them
ALGERNON	Algernon
I	I
am	am
afraid	afraid
Aunt	Aunt
Augusta	Augusta
I	I
shall	shall
have	have
to	to
give	give
up	up
the	the
pleasure	pleasure
of	of
dining	dining
with	with
you	you
tonight	tonight
after	after
all	all
LADY	Lady
BRACKNELL	Bracknell
FrawmngJ	Frowning
I	I
hope	hope
not	not
Algernon	Algernon
It	It
would	would
put	put
my	my
table	table
completely	completely
out	out
Your	Your
uncle	uncle
Would	would
have	have
to	to
dine	dine
upstairs	upstairs
Fortunately	Fortunately
he	he
is	is
aCcus	accustomed
tomed	null
to	to
that	that
ALGERNON	Algernon
It	It
is	is
a	a
great	great
bore	bore
and	and
I	I
need	need
hardly	hardly
say	say
a	a
ter	terrible
rible	null
disappointment	disappointment
to	to
me	me
but	but
the	the
fact	fact
is	is
I	I
have	have
just	just
had	had
a	a
telegram	telegram
to	to
say	say
that	that
my	my
poor	poor
friend	friend
Bunbury	Bunbury
is	is
very	very
ill	ill
again	again
Exchanges	Exchanges
glances	glances
with	with
JACK	Jack
They	They
seem	seem
to	to
think	think
I	I
should	should
be	be
with	with
him	him
‘	Lady
LADY	Bracknell
BRACKNELL	null
It	It
is	is
very	very
strange	strange
This	This
Mr	Mr
Bunbury	Bunbury
seems	seems
to	to
suffer	suffer
from	from
curiously	curiously
bad	bad
health	health
I	Algernon
p	null
I	null
ALcERNON	null
Yes	Yes
poor	poor
Bunbury	Bunbury
is	is
a	a
dreadful	dreadful
invalid	invalid
LADY	Lady
BRACKNELL	Bracknell
»	null
1	null
Well	Well
I	I
must	must
saylAlgernon	say
null	Algernon
that	that
I	I
think	think
it	it
is	is
high	high
r	null
time	time
that	that
Mr	Mr
Bunbury	Bunbury
made	made
null	up
his	his
mind	mind
whether	whether
20	null
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
he	he
was	was
going	going
to	to
live	live
or	or
to	to
die	die
This	This
shilly—shallying	shillyshallying
with	with
the	the
question	question
is	is
absurd	absurd
Nor	Nor
do	do
I	I
in	in
any	any
way	way
approve	approve
of	of
the	the
modern	modern
sympathy	sympathy
with	with
invalids	invalids
I	I
consider	consider
it	it
morbid	morbid
Illness	Illness
of	of
any	any
kind	kind
is	is
hardly	hardly
a	a
thing	thing
to	to
be	be
encouraged	encouraged
in	in
others	others
Health	Health
is	is
the	the
primary	primary
duty	duty
of	of
life	life
I	I
am	am
always	always
telling	telling
that	that
to	to
your	your
poor	poor
uncle	uncle
but	but
he	he
never	never
seems	seems
to	to
take	take
much	much
notice	notice
as	as
far	far
as	as
any	any
improvement	improvement
in	in
his	his
ailments	ailment
goes	goes
I	I
should	should
be	be
much	much
obliged	obliged
if	if
you	you
would	would
ask	ask
Mr	Mr
Bunbury	Bunbury
from	from
me	me
to	to
be	be
kind	kind
enough	enough
not	not
to	to
have	have
a	a
relapse	relapse
on	on
Saturday	Saturday
for	for
I	I
rely	rely
on	on
you	you
to	to
arrange	arrange
my	my
music	music
for	for
me	me
It	It
is	is
my	my
last	last
reception	reception
and	and
one	one
wants	wants
something	something
that	that
will	will
encourage	encourage
conversation	conversation
particularly	particularly
at	at
the	the
end	end
of	of
the	the
season	season
when	when
every	every
one	one
has	has
practically	practically
said	said
whatever	whatever
they	they
had	had
to	to
say	say
which	which
in	in
most	most
cases	cases
was	was
probably	probably
not	not
much	much
ALGERNON	Algernon
I’ll	Ill
speak	speak
to	to
Bunbury	Bunbury
Aunt	Aunt
Augusta	Augusta
if	if
he	he
is	is
still	still
conScious	conscious
and	and
I	I
think	think
I	I
can	can
promise	promise
you	you
he’ll	hell
be	be
all	all
right	right
by	by
Saturday	Saturday
Of	Of
course	course
the	the
music	music
is	is
a	a
great	great
difﬁculty	difficulty
You	You
see	see
if	if
one	one
plays	plays
good	good
music	music
people	people
don’t	dont
listen	listen
and	and
if	if
one	one
plays	plays
bad	bad
music	music
people	people
don’t	dont
talk	talk
But	But
I’ll	Ill
run	run
over	over
the	the
program	programme
I’ve	Ive
drawn	drawn
out	out
if	if
you	you
will	will
kindly	kindly
come	come
into	into
the	the
next	next
room	room
for	for
a	a
moment	moment
LADY	Lady
BRACKNELL	Bracknell
Thank	Thank
you	you
Algernon	Algernon
It	It
is	is
very	very
thoughtful	thoughtful
of	of
you	you
Rising	Rising
and	and
following	following
ALGERNON	Algernon
I’m	Im
sure	sure
the	the
program	programme
will	will
be	be
delightful	delightful
after	after
a	a
few	few
expurgations	expurgations
‘	null
French	French
songs	songs
I	I
cannot	cannot
possibly	possibly
allow	allow
People	People
always	always
seem	seem
to	to
think	think
that	that
they	they
are	are
improper	improper
and	and
either	either
look	look
shocked	shocked
which	which
is	is
vulgar	vulgar
or	or
laugh	laugh
which	which
is	is
worse	worse
ButGerman	But
null	German
sounds	sounds
a	a
thoroughly	thoroughly
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
21	null
respectable	respectable
language	language
and	and
indeed	indeed
I	I
believe	believe
is	is
so	so
Gwendolen	Gwendolen
you	you
will	will
accompany	accompany
me	me
L	Gwendolen
H	null
GWENDOLEN	null
Certainly	Certainly
mamma	mamma
‘	Lady
LADY	Bracknell
BRACKNELL	null
and	and
ALGERNON	Algernon
go	go
mto	into
the	the
musicroom	musicroom
GWENDOLEN	Gwendolen
remains	remains
behind	behind
JACK	Jack
Charming	Charming
day	day
it	it
has	has
been	been
Miss	Miss
Fairfax	Fairfax
GWENDOLEN	Gwendolen
I	null
Pray	Pray
don’t	dont
talk	talk
to	to
me	me
about	about
the	the
weather	weather
Mr	Mr
VVorthing‘	Worthing
Whenever	Whenever
people	people
talk	talk
to	to
me	me
about	about
the	the
weather	weather
Ialways	I
null	always
feel	feel
quite	quite
certain	certain
that	that
they	they
mean	mean
something	something
else	else
And	And
that	that
makes	makes
me	me
so	so
nervous	nervous
V	Jack
JACK	null
I	I
do	do
mean	mean
something	something
else	else
GWENDOLEN	Gwendolen
I	I
thought	thought
so	so
In	In
fact	fact
I	I
am	am
never	never
wrong	wrong
JACK	Jack
And	And
I	I
Would	would
like	like
to	to
be	be
allowed	allowed
to	to
take	take
advantage	advantage
of	of
Lady	Lady
Bracknell’s	Bracknells
temporary	temporary
absence	absence
GWENDOLEN	Gwendolen
L	null
y	null
I	I
would	would
certainly	certainly
advise	advise
you	you
to	to
do	do
so	so
Mamma	Mamma
has	has
a	a
way	way
of	of
coming	coming
back	back
suddenly	suddenly
into	into
a	a
room	room
that	that
I	I
have	have
often	often
had	had
to	to
speak	speak
to	to
her	her
about	about
JACK	Jack
N	Nervously
e’rvously	null
Miss	Miss
Fairfax	Fairfax
ever	ever
since	since
I	I
met	met
you	you
I	I
haveadmired	have
null	admired
you	you
more	more
than	than
any	any
girl	girl
I	I
ave	have
ever	ever
met	met
since	since
I	I
met	met
you	you
22	Gwendolen
THE	null
WPORTANCE	null
OF	null
BEING	null
EARV357	null
GWENDOLEN	null
Yes	Yes
I	I
am	am
quite	quite
null	well
aware	aware
of	of
the	the
fact	fact
And	And
I	I
often	often
wish	wish
that	that
in	in
public	public
at	at
any	any
rate	rate
you	you
had	had
been	been
more	more
demonstrative	demonstrative
For	For
me	me
you	you
have	have
always	always
had	had
an	an
irresistible	irresistible
fascination	fascination
Even	Even
before	before
I	I
met	met
you	you
I	I
was	was
far	far
from	from
indifferent	indifferent
to	to
you	you
JACK	Jack
looks	looks
at	at
her	her
in	in
amazement	amazement
We	We
live	live
as	as
I	I
hope	hope
you	you
know	know
Mr	Mr
Worthing	Worthing
in	in
an	an
age	age
of	of
ideals	ideals
Thefact	The
null	fact
is	is
constantly	constantly
mentioned	mentioned
in	in
the	the
more	more
expensive	expensive
monthly	monthly
magazines	magazines
and	and
has	has
reached	reached
the	the
provincial	provincial
pulpits	pulpits
I	I
am	am
told	told
and	and
my	my
ideal	ideal
has	has
always	always
been	been
to	to
love	love
some	some
one	one
of	of
the	the
name	name
of	of
Ernest	Ernest
There	There
is	is
something	something
in	in
that	that
name	name
that	that
inspires	inspires
absolute	absolute
conﬁdence	confidence
The	The
moment	moment
Algernon	Algernon
ﬁrst	first
mentioned	mentioned
to	to
me	me
that	that
he	he
had	had
a	a
friend	friend
called	called
Ernest	Ernest
I	I
knew	knew
I	I
was	was
destined	destined
to	to
love	love
you	you
JACK	Jack
You	You
really	really
love	love
me	me
Gwendolen	Gwendolen
GWENDOLEN	Gwendolen
l	null
Passionately	Passionately
JACK	Jack
Darling	Darling
You	You
don’t	dont
know	know
how	how
happy	happy
youve	youve
made	made
me	me
GWENDOLEN	Gwendolen
My	My
own	own
Ernest	Ernest
JACK	Jack
L	null
But	But
you	you
don’t	dont
really	really
mean	mean
to	to
say	say
that	that
you	you
couldnt	couldnt
love	love
me	me
if	if
my	my
name	name
wasn’t	wasnt
Ernest	Ernest
GWENDOLEN	Gwendolen
I	null
But	But
your	your
name	name
is	is
Ernest	Ernest
THE	Jack
IMPORTANCE	Yes
UFBEING	I
EARNEST	know
23	null
JACK	null
Yes	null
kanow	null
it	it
is	is
But	But
supposing	supposing
it	it
was	was
some	something
thing	null
else	else
Do	Do
you	you
mean	mean
to	to
say	say
you	you
couldn’t	couldnt
love	love
me	me
then	then
GWENDOLEN	Gwendolen
Glibly	Glibly
Ah	Ah
that	that
is	is
clearly	clearly
a	a
metaphysical	metaphysical
speculation	speculation
and	and
like	like
most	most
metaphysical	metaphysical
speculations	speculations
has	has
very	very
little	little
reference	reference
at	at
all	all
to	to
the	the
actual	actual
facts	facts
