BOUT	About
null	Then
null	she
null	had
null	better
null	come
null	to
null	us
null	said
null	Lady
null	Bertram
null	with
null	the
null	utmost
null	composure
null	After
null	a
null	short
null	pause
null	Sir
null	Thomas
null	added
null	with
null	dignity
null	Yes
null	let
null	her
null	home
null	be
null	in
null	this
null	house
null	We
null	will
null	endeavour
null	to
null	do
null	our
null	duty
null	by
null	her
null	and
null	she
null	will
null	at
null	least
null	have
null	the
null	advantage
null	of
null	companions
null	of
null	her
null	own
null	age
null	and
null	of
null	a
null	regular
null	instructress
null	Very
null	true
null	cried
null	Mrs
null	Norris
null	which
null	are
null	both
null	very
null	important
null	considerations
null	and
null	it
null	will
null	be
null	just
null	the
null	same
null	to
null	Miss
null	Lee
null	whether
null	she
null	has
null	three
null	girls
null	to
null	teach
null	or
null	only
null	twothere
null	can
null	be
null	no
null	difference
null	I
null	only
null	wish
null	I
null	could
null	be
null	more
null	useful
null	but
null	you
null	see
null	I
null	do
null	all
null	in
null	my
power	power
Immoneofdwaedmuplmthdrm	I
uwblegnndNannylhallfachhcnhamaitmyputuforcoincoglvmienfewlunmychiefmnﬂor	am
IWI	not
due	one
yl	of
nppocnimqouwill	those
null	that
null	spare
null	their
null	own
null	trouble
null	and
null	Nanny
null	shall
null	fetch
null	her
null	however
null	it
null	may
null	put
null	me
null	to
null	inconvenience
null	to
null	have
null	my
null	chief
null	counsellor
null	away
null	for
null	three
null	days
null	I
null	suppose
null	sister
null	you
null	will
null	put
the	the
chﬂiin	child
null	in
the	the
little	little
whit	white
mic	attic
nanmold	near
Inﬁdel	the
ItwillbemnchthtbenphceforhernoanluLee	old
andnmﬁrfmmdngiﬂyanddoue	nurseries
null	It
null	will
null	be
null	much
null	the
null	best
null	place
null	for
null	her
null	so
null	near
null	Miss
null	Lee
null	and
null	not
null	far
null	from
null	the
null	girls
null	and
null	close
by	by
thehomemaidl	the
null	housemaids
who	who
could	could
richer	either
ofthem	of
helpw	them
du	help
null	to
null	dress
her	her
you	you
know	know
Indnhmofhrclmhmforlupfouyouwo‘dd	and
notthinkitfnirtoexpect	take
Elliltowmoulmuwell	care
utluothen	of
Indeed11donoteethnyoucould	her
ponibl	clothes
ylmehcranywhem	for
clue”	I
L	suppose
yBemumadenooppolidon	you
“Ih	would
Ihewill	not
pmeawelldiapmed	think
null	it
null	fair
null	to
null	expect
null	Ellis
null	to
null	wait
null	on
null	her
null	as
null	well
null	as
null	the
null	others
null	Indeed
null	I
null	do
null	not
null	see
null	that
null	you
null	could
null	possibly
null	place
null	her
null	anywhere
null	else
null	Lady
null	Bertram
null	made
null	no
null	opposition
null	I
null	hope
null	she
null	will
null	prove
null	a
null	welldisposed
girl	girl
continued	continued
nNorria	Mrs
“nndbelenn’ble	Norris
ofher	and
null	be
null	sensible
null	of
null	her
uncommon	uncommon
good	good
fortune	fortune
in	in
having	having
such	such
friends	friends
mum	Should
mm	her
9	disposition
“Should	be
he	really
dilpdlion	bad
be	said
tally	Sir
had”	Thomas
said	we
Sir	must
Ihomu“wemunnogforonrovnchildm’nnke	not
mﬁmehﬂhdnﬁmilyvs’httﬂznilnomw	for
«guano	our
lnevil	own
elln	childrens
probablyth	sake
muﬁdﬁhknmdm	continue
Mourningfor	her
Ignoringom	in
mannao	the
opium	family
null	but
null	there
null	is
null	no
null	reason
null	to
null	expect
null	so
null	great
an	an
null	evil
null	We
null	shall
null	probably
null	see
null	much
null	to
null	wish
null	altered
null	in
null	her
null	and
null	must
null	prepare
null	ourselves
null	for
null	gross
null	ignorance
null	some
null	meanness
null	of
null	opinions
null	and
very	very
mungmlprityofmmgbmdmmminmnhleﬁndunorlwuuundqbedmgemnfor	distressing
berm	vulgarity
Hadmydnugbtmheenwm	of
herdﬁllhmddhnwnidsrdwinuoducﬁonof	manner
whammpunn	but
«ammu	these
vayueriwnmnenz	are
Muhiylhopethaeanbeno‘hingcofarfor	not
M’Ind	incurable
null	faults
null	nor
null	I
null	trust
null	can
null	they
null	be
null	dangerous
null	for
null	her
null	associates
null	Had
null	my
null	daughters
null	been
null	younger
null	than
null	herself
null	I
null	should
null	have
null	considered
null	the
null	introduction
null	of
null	such
null	a
null	companion
null	as
null	a
null	matter
null	of
null	very
null	serious
null	moment
null	but
null	as
null	it
null	is
null	I
null	hope
null	there
null	can
null	be
null	nothing
null	to
null	fear
null	for
null	them
null	and
everything	everything
mhopefor	to
Let	hope
null	for
null	her
from	from
dullochﬁan’	the
“Thatilmcdywhu	association
“kink”	That
ctiedMn	is
Nottil	exactly
“Ind	what
Wl‘lIIIII	I
nyin	think
null	cried
null	Mrs
null	Norris
null	and
null	what
null	I
null	was
null	saying
to	to
my	my
huaband	husband
thin	this
morning	morning
Itwillbemcdnaﬁon	It
mechﬂdnaidlmnlybeing	will
withhercomiuifMiLeenu	be
thernodunblhc	an
wouldlummbegoodmdclm	education
nation”	for
’	the
“I	child
in	said
null	I
null	only
null	being
null	with
null	her
null	cousins
null	if
null	Miss
null	Lee
null	taught
null	her
null	nothing
null	she
null	would
null	learn
null	to
null	be
null	good
null	and
null	clever
null	from
null	them
null	I
null	hope
null	she
will	will
an	not
can	tease
my	my
’	poor
null	pug
said	said
Hymn	Lady
“I	Bertram
havebntjungmpgzliapgslaveit	I
alone”	have
“There	but
null	just
null	got
null	Julia
null	to
null	leave
null	it
null	alone
null	There
will	will
be	be
tome	some
dilﬁculty	difficulty
in	in
our	our
way	way
Mn	Mrs
Nonil”	Norris
null	observed
Sir	Sir
Thoma	Thomas
“ulna	as
Lindistinction	to
w	the
betweentheginan	distinction
null	proper
null	to
null	be
null	made
null	between
null	the
null	girls
null	as
null	they
grow	grow
2	up
mpmmindumlndnofmydagmldnxIciwlneuofwlmdwym	how
null	to
null	preserve
null	in
null	the
null	minds
null	of
null	my
null	daughters
null	the
null	consciousness
null	of
null	what
null	they
null	are
without	without
making	making
them	them
think	think
wolowlyof‘heirmnin	too
andhow	lowly
withwtdcpmdu	of
null	their
null	cousin
null	and
null	how
null	without
null	depressing
her	her
Humanwmahhermmcmberdmuheimot	spirits
5313”	too
Ilhonldwidtmnedlmverygood	far
null	to
null	make
null	her
null	remember
null	that
null	she
null	is
null	not
null	a
null	Miss
null	Bertram
null	I
null	should
null	wish
null	to
null	see
null	them
null	very
null	good
friends	friends
Ind	and
would	would
on	on
no	no
account	account
authorize	authorise
in	in
mygirldumlleatdegne	my
null	girls
null	the
null	smallest
null	degree
of	of
Irrogance	arrogance
toward	towards
their	their
relation	relation
butaﬁlllhqunnotbe	but
“Ill	still
Theirmhfomne	they
mundupecudom	cannot
almynbediﬂemn	be
lei	equals
aphtofgmcdelicacyﬁndyoummninuin	Their
null	rank
null	fortune
null	rights
null	and
null	expectations
null	will
null	always
null	be
null	different
null	It
null	is
null	a
null	point
null	of
null	great
null	delicacy
null	and
null	you
null	must
null	assist
null	us
null	in
our	our
endamnwchoooe	endeavours
exacdydxerighllineofconduct”	to
IO	choose
IANSIIRLD	exactly
PAI‘I	the
MuNorriIveqniteuhiuenieeaendlhoughdle	right
perﬁcdyagreedwidxhimumiuheingnmdiﬂicnh	line
thin	of
eneoungedhirnmlwpe	conduct
dutbeweenthemit	Mrs
dbeeu‘lyrneneged	Norris
‘	was
II	quite
null	at
null	his
null	service
null	and
null	though
null	she
null	perfectly
null	agreed
null	with
null	him
null	as
null	to
null	its
null	being
null	a
null	most
null	difficult
null	thing
null	encouraged
null	him
null	to
null	hope
null	that
null	between
null	them
null	it
null	would
null	be
null	easily
null	managed
null	It
will	will
be	be
rudin	readily
believed	believed
dm	that
Mn	Mrs
Norrie	Norris
did	did
not	not
writewhernnerin	write
nin	to
Mn	her
Prieeeeemedruher	sister
urprieedeluu	in
null	vain
null	Mrs
null	Price
null	seemed
null	rather
null	surprised
null	that
null	a
girl	girl
mad	should
be	be
ﬁxedva	fixed
Ihehad	on
eonnnyﬁnehoygbuzameptedthenﬁermdunkfully	when
wring	she
themof	had
null	so
null	many
null	fine
null	boys
null	but
null	accepted
null	the
null	offer
null	most
null	thankfully
null	assuring
null	them
null	of
her	her
daughter’l	daughters
being	being
verydedilpoaedgoodhnmoured	a
gitLend	very
mutingtheymld	welldisposed
neverhnvecaueetnlhrow	goodhumoured
knoll	girl
null	and
null	trusting
null	they
null	would
null	never
null	have
null	cause
null	to
null	throw
null	her
null	off
She	She
epoke	spoke
ofher	of
fanherneornewhnv	her
delimandyunyﬁmwlngnine	farther
inthehopeofherbeingmmeﬁdluyhuerforchnge	as
null	somewhat
null	delicate
null	and
null	puny
null	but
null	was
null	sanguine
null	in
null	the
null	hope
of	of
air	her
Poor	being
women	materially
Ihe	better
pmhn	for
y	change
null	of
null	air
null	Poor
null	woman
null	she
null	probably
thought	thought
clunge	change
of	of
eir	air
might	might
agree	agree
with	with
many	many
of	of
her	her
children	children
chum	CHAPTER
I	II
HE	The
little	little
girl	girl
performed	performed
her	her
long	long
journey	journey
in	in
«fay	safety
and	and
a	at
Northampton	Northampton
m	was
met	met
by	by
Mn	Mrs
Norrigwholhuueglled	Norris
inthecrediz	who
nfbeing	thus
null	regaled
null	in
null	the
null	credit
null	of
null	being
foremost	foremost
to	to
welcome	welcome
her	her
and	and
in	in
the	the
impedance	importance
of	of
lending	leading
herin	her
manmhuyand	in
recommendingbertotheir	to
kindneu	the
null	others
null	and
null	recommending
null	her
null	to
null	their
null	kindness
Fanny	Fanny
Price	Price
war	was
a	at
thin	this
nme	time
jun	just
ten	ten
yean	years
old	old
and	and
though	though
there	there
might	might
not	not
be	be
much	much
in	in
her	her
ﬁn	first
appearance	appearance
to	to
captivate	captivate
chem	there
wen	was
a	at
lean	least
nothing	nothing
to	to
Lingual	disgust
he	her
relation	relations
She	She
w	was
ml	small
of	of
her	her
age	age
with	with
no	no
glow	glow
of	of
com	complexion
xion	null
nor	nor
any	any
other	other
uniting	striking
beauty	beauty
exceedingly	exceedingly
ti	timid
‘	and
andhyand	shy
nhrinking	and
null	shrinking
from	from
notice	notice
buzhereir	but
dmgh	her
Inky3rd	air
we	though
null	awkward
null	was
not	not
vulgar	vulgar
her	her
voice	voice
wu	was
tweet	sweet
and	and
when	when
Ihe	she
spoke	spoke
her	her
countenance	countenance
val	was
pray	pretty
Sir	Sir
Thoma	Thomas
and	and
ley	Lady
Bennrn	Bertram
received	received
her	her
very	very
kindly	kindly
and	and
Sir	Sir
Thoma	Thomas
seeing	seeing
how	how
much	much
else	she
needed	needed
encour	encouragement
Imam	tried
PARK	to
I	be
I	all
Mahdwbedlthatwucoodﬁatinggbothe	that
hadtovorkagainataloouuntowardgnvityofdeportIneotaodLadyBemunvitbontuldnglulfaomuch	was
null	conciliating
null	but
null	he
null	had
null	to
null	work
null	against
null	a
null	most
null	untoward
null	gravity
null	of
null	deportment
null	and
null	Lady
null	Bertram
null	without
null	taking
null	half
null	so
null	much
trouble	trouble
gonevmdwhemhepoketemby	or
them	speaking
ofagoodlnunouredniiebecamimmediatelydaeIeawﬁdchancterofthetwo	one
Theymgpeopkwaeaﬂathmnqmdmuined	word
theirahare	where
null	he
null	spoke
null	ten
null	by
null	the
null	mere
null	aid
null	of
null	a
null	goodhumoured
null	smile
null	became
null	immediately
null	the
null	less
null	awful
null	character
null	of
null	the
null	two
null	The
null	young
null	people
null	were
null	all
null	at
null	home
null	and
null	sustained
null	their
null	share
in	in
the	the
introduction	introduction
very	very
well	well
with	with
much	much
goodhumandmunbammmtnlunonthc	good
w	humour
ataeventeenandixtemand	and
oftheiragghadallthegnndeurofmeninthe	no
eyetofdwirlinleoouin	embarrassment
Thetwogirhweremoreat	at
null	least
null	on
null	the
null	part
null	of
null	the
null	sons
null	who
null	at
null	seventeen
null	and
null	sixteen
null	and
null	tall
null	of
null	their
null	age
null	had
null	all
null	the
null	grandeur
null	of
null	men
null	in
null	the
null	eyes
null	of
null	their
null	little
null	cousin
null	The
null	two
null	girls
null	were
null	more
null	at
a	a
loufmn	loss
null	from
being	being
youngcrand	younger
null	and
in	in
gmmawc	greater
null	awe
of	of
their	their
father	father
who	who
addreed	addressed
them	them
on	on
the	the
occuion	occasion
with	with
rather	rather
an	an
injudicioua	injudicious
partimlarity	particularity
But	But
theywere	they
womuch	were
need	too
null	much
null	used
to	to
company	company
and	and
praise	praise
to	to
have	have
anything	anything
like	like
gandtheir	natural
oonﬁdenoeincreaing	shyness
null	and
null	their
null	confidence
null	increasing
from	from
theiroonn’a	their
wﬂmtofhtheywereaoouableto	cousins
takeaﬁﬂlmeyofha‘faeeandherfmclineuy	total
E	want
5	of
null	it
null	they
were	were
null	soon
null	able
null	to
null	take
a	a
null	full
null	survey
null	of
null	her
null	face
null	and
null	her
null	frock
null	in
null	easy
null	indifference
null	They
null	were
null	a
remarkably	remarkably
ﬁne	fine
familythe	family
Iona	the
null	sons
very	very
welllooking	welllooking
the	the
daughter	daughters
decidedly	decidedly
haodaome	handsome
and	and
all	all
of	of
them	them
wedgrown	wellgrown
null	and
forward	forward
of	of
their	their
age	age
yhioh	which
1	produced
onevould	as
haveopposed	striking
null	a
null	difference
null	between
the	the
girlaao	cousins
nearl	in
ofana	person
u	as
null	education
null	had
null	given
null	to
null	their
null	address
null	and
null	no
null	one
null	would
null	have
null	supposed
null	the
null	girls
null	so
null	nearly
null	of
null	an
null	age
null	as
they	they
rally	really
were	were
There	There
van	were
in	in
fact	fact
butytvo	but
yeagr	two
null	years
between	between
the	the
named	youngest
null	and
Fanny	Fanny
Julia	Julia
Bertram	Bertram
wu	was
only	only
twelve	twelve
and	and
null	Maria
but	but
a	a
year	year
older	older
The	The
little	little
viitor	visitor
meanwhile	meanwhile
m	was
u	as
unhapp	unhappy
a	as
He	possible
Afraid	Afraid
of	of
everybody	everybody
uhamed	ashamed
of	of
heme	herself
an	and
longing	longing
for	for
the	the
homeahehad	home
lefgahe	she
knewnot	had
howto	left
lookupand	she
null	knew
null	not
null	how
null	to
null	look
null	up
null	and
could	could
scaner	scarcely
null	speak
to	to
be	be
heard	heard
or	or
without	without
crying	crying
Mn	Mrs
Norrie	Norris
null	had
been	been
taking	talking
to	to
her	her
the	the
whole	whole
way	way
from	from
Northampton	Northampton
of	of
her	her
wonderful	wonderful
good	good
fortune	fortune
and	and
hemmrydegreeofgnﬁmdeand	the
null	extraordinary
null	degree
null	of
null	gratitude
null	and
good	good
behaviour	behaviour
null	which
null	it
null	ought
null	to
null	produce
null	and
null	her
null	consciousness
null	of
null	misery
null	was
null	therefore
null	increased
null	by
null	the
null	idea
null	of
null	its
null	being
null	a
null	wicked
null	thing
null	for
null	her
null	not
null	to
null	be
null	happy
null	The
null	fatigue
null	too
null	of
null	so
null	long
null	a
null	journey
null	became
null	soon
null	no
null	trifling
null	evil
null	In
null	vain
null	were
null	the
null	wellmeant
null	condescensions
null	of
null	Sir
null	Thomas
null	and
null	all
null	the
null	officious
null	prognostications
null	of
null	Mrs
null	Norris
null	that
null	she
null	would
null	be
null	a
null	good
null	girl
null	in
null	vain
null	did
null	Lady
null	Bertram
null	smile
null	and
null	make
null	her
null	sit
null	on
null	the
null	sofa
null	with
null	herself
null	and
null	pug
null	and
null	vain
null	was
null	even
null	the
null	sight
null	of
null	a
null	gooseberry
null	tart
null	towards
null	giving
null	her
null	comfort
null	she
null	could
null	scarcely
null	swallow
null	two
null	mouthfuls
null	before
null	tears
null	interrupted
null	her
null	and
null	sleep
null	seeming
null	to
null	be
null	her
null	likeliest
null	friend
null	she
null	was
null	taken
null	to
null	finish
null	her
null	sorrows
null	in
null	bed
null	This
null	is
null	not
null	a
null	very
null	promising
null	beginning
null	said
null	Mrs
null	Norris
null	when
null	Fanny
null	had
null	left
null	the
null	room
null	After
null	all
null	that
I	I
B	said
H	to
mm	her
IARI	as
whichin	we
produce“	came
hauldamn	along
Mamba—udth	I
tricked	thought
Ihingforhctnotm	she
521nm	would
mofohngajou	have
who	behaved
Inninwaelhe	better
madman0“	I
Mantlth	told
F	her
33	how
E	much
522	might
5‘	depend
3	upon
5	her
§	acquitting
g	herself
“mumauyplming	well
null	at
null	first
null	I
null	wish
null	there
null	may
null	not
null	be
null	a
null	little
null	sulkiness
null	of
null	temperher
null	poor
null	mother
null	had
null	a
null	good
null	deal
null	but
null	we
null	must
null	make
null	allowances
null	for
null	such
null	a
null	childand
null	I
null	do
null	not
null	know
null	that
null	her
null	being
null	sorry
null	to
null	leave
null	her
null	home
null	is
null	really
null	against
null	her
null	for
null	with
null	all
null	its
null	faults
null	it
null	was
null	her
null	home
null	and
null	she
null	cannot
null	as
null	yet
null	understand
null	how
null	much
null	she
null	has
null	changed
null	for
null	the
null	better
null	but
null	then
null	there
null	is
null	moderation
null	in
null	all
null	things
null	It
null	required
null	a
null	longer
null	time
null	however
null	than
null	Mrs
null	Norris
null	was
null	inclined
null	to
null	allow
null	to
null	reconcile
null	Fanny
null	to
null	the
null	novelty
null	of
null	Mansfield
null	Park
null	and
null	the
null	separation
null	from
null	everybody
null	she
null	had
null	been
null	used
null	to
null	Her
null	feelings
null	were
null	very
null	acute
null	and
null	too
null	little
null	understood
null	to
null	be
null	properly
null	attended
null	to
null	Nobody
null	meant
null	to
null	be
null	unkind
null	but
null	nobody
null	put
null	themselves
null	out
null	of
null	their
null	way
null	to
null	secure
null	her
null	comfort
The	The
holidayyaﬂovud	holiday
